name	type	sub_type	entry	summary
	publication			Ersti & Örjars & Avid & Enison 2012 Expression of possession in English: The significance of the right edge
	publication			Written English 2007 SUBJECT OMISSION IN PRESENT-DAY
	publication			J. Carnochan 1962 The category of number in Igbo grammar
	publication			M. Paul & B. Copley 2019 Future particles in Haitian Creole
	publication			I. Roberts 1991 NP-Movement, Crossover and Chain-Formation
	publication			I. Landau 1999 Elements of control : structure and meaning in infinitival constructions
	publication			 2013 The Ban on Adjunct Ellipsis in Child Japanese
	publication			J. Authier 1989 ARBITRARY NULL OBJECTS AND UNSELECTIVE BINDING
	publication			B. Moskal 2015 Domains on the Border: Between Morphology and Phonology
	publication			Sven Lauer 2012 ON THE PRAGMATICS OF PRAGMATIC SLACK∗
	publication			G. Sher 1991 The bounds of logic
	publication			Kristina Liefke 2024 Reduction and Unification in Natural Language Ontology
	publication			J. McCawley 1969 Where do noun phrases come from
	publication			Martina Gračanin-Yuksek 2010 Linearizing Multidominance Structures
	publication			S. Tunstall 1998 The interpretation of quantifiers : semantics & processing
	publication			A. Bosnić & J. Spenader 2019 Acquisition Path of Distributive Markers in Serbian and Dutch: Evidence from an Act-Out Task
	publication			A. Holmberg 2015 The Syntax of Yes and No
	publication			Eri Tanaka & M. Yoshimoto 2019 Reconsidering the Degree Abstraction Parameter in Japanese: Negative Island Effects in Comparatives and Equatives
	publication			Danièle Panizza & Gennaro Chierchia 2019 Just exhaustification. A ‘two stage’ theory of exclusives
	publication			Friederike Moltmann 1997 Parts and Wholes in Semantics
	publication			P. Dekker & M. Stokhof 1994 Proceedings of the Ninth Amsterdam Colloquium
	publication			Martin Salzmann 2012 Deriving reconstruction asymmetries in Across The Board by means of asymmetric extraction + ellipsis
	publication			I. Landau 1999 Psych-adjectives and semantic selection
	publication			E. Reuland & T. Reinhart 1995 Pronouns, Anaphors and Case
	publication			Christopher Potts & T. Roeper 2006 7. The narrowing acquisition path: From expressive small clauses to declaratives
	publication			Y. Miyamoto & M. Sugimura 2005 A SUBJECT/OBJECT ASYMMETRY AND ITS IMPLICATION FOR CLAUSAL ARCHITECTURE IN JAPANESE*
	publication			J. Hartmann 2013 Freezing in i t­clefts
	publication			E. Hajicová & P. Sgall 1988 Topic and Focus of a Sentence and the Patterning of a Text
	publication			Anna Szabolcsi 1990 Across-the-board binding meets verb second
	publication			C. Eschenbach & C. Habel & Annette Lessmöllmann 2002 Multiple Frames of Reference in Interpreting Complex Projective Terms
	publication			Hans-Georg Obenauer 1985 ON THE IDENTIFICATION OF EMPTY CATEGORIES
	publication			E. Klima & U. Bellugi 1966 Syntactic regularities in the speech of children
	publication			David M. Perlmutter 1979 Working 1s and Inversion in Italian, Japanese, and Quechua
RealiChristiansen2005	publication			Florencia Reali & Morten H. Christiansen  Please Scroll down for Article Cognitive Science: a Multidisciplinary Journal Uncovering the Richness of the Stimulus: Structure Dependence and Indirect Statistical Evidence Uncovering the Richness of the Stimulus: Structure Dependence and Indirect Statistical Evidence
Hartman2007	publication			Hartman, Jeremy 2007 Focus, deletion, and identity: Investigations of ellipsis in English
Lipták2013	publication			Lipták, Anikó 2013 A note on overt case marking as evidence against pseudo-sluicing
	publication			K. Yoshimoto  A Linear Approach to Multiple Clause Embedding
Chaves2007	publication			Rui Pedro Chaves 2007 Coordinate Structures: Constraint-based Syntax-Semantics Processing
Zwart1993	publication			Zwart, C.Jan-Wouter 1993 Dutch syntax: A Minimalist approach
BuringMatthewsPosnerSmithVincentKempson2003	publication			D. Buring and H. Matthews and R. Posner and N. V. Smith and N. Vincent and R. Kempson 2003 BINDING THEORY
Bekki2014	publication			D. Bekki 2014 Representing Anaphora with Dependent Types
Grano2017b	publication			Thomas Grano 2017 The Logic of Intention Reports
Hernández2007	publication			Ana Carrera Hernández 2007 Gapping as a syntactic dependency
Ingria1990	publication			Robert Ingria 1990 The Limits of Unification
Kishimoto2001	publication			H. Kishimoto 2001 Binding of Indeterminate Pronouns and Clause Structure in Japanese
KubotaLevine2016a	publication			Yusuke Kubota & R. Levine 2015 Gapping as hypothetical reasoning
Kuroda1988	publication			S.-Y. Kuroda 1988 Whether We Agree or Not
Roberts1998	publication			Craige Roberts 1996 Information structure in discourse: Towards an integrated for-mal theory of pragmatics
ShieberEA1996	publication			Stuart M. Shieber & F. Pereira & M. Dalrymple 1996 Interactions of scope and ellipsis
Valmala2013	publication			Vidal Valmala 2013 On Right Node Raising in Catalan and Spanish
Wagner2005	publication			Michael Wagner 2010 Prosody and recursion in coordinate structures and beyond
Noveck2001	publication			I. Noveck 2001 When children are more logical than adults: experimental investigations of scalar implicature
Webber1991	publication			B. Webber 1991 Structure and Ostension in the Interpretation of Discourse Deixis
PottsAsudehCableHaraMcCreadyAlonso-OvalleBhattDavisKratzerRoeperWalkow2009	publication			Christopher Potts & A. Asudeh & Seth Cable & Yurie Hara & E. McCready & Luis Alonso-Ovalle & R. Bhatt & Christopher Davis & A. Kratzer & T. Roeper & Martin Walkow 2009 Expressives and Identity Conditions
Lewis1981	publication			David Lewis 1981 Ordering semantics and premise semantics for counterfactuals
SatoMaeda2021	publication			Y. Sato & M. Maeda 2020 Syntactic Head Movement in Japanese: Evidence from Verb-Echo Answers and Negative Scope Reversal
Bouchard1998	publication			DENIS BOUCHARD 1998 The distribution and interpretation of adjectives in French: A consequence of Bare Phrase Structure
Asher2001	publication			Asher, Nicholas and Hardt, Daniel and Busquets, Joan 2001 Discourse parallelism, ellipsis,and ambiguity
ChomskyEA2015	publication			Noam Chomsky and Naoki Fukui and Mihoko Zushi 2015 A Discussion with Naoki Fukui and Mihoko Zushi (March 4, 2014)
Poirier2009	publication			Poirier, Josée and Shapiro, Lewis and Love, Tracy and Grodzinsky, Yosef 2009 The on-line processing of verb phrase ellipsis in aphasia
Tanaka1996	publication			Satoko Tanaka 1996 Dōshi miru no tagi-kōzō [Polysemic structure of the verb miru ‘look at’
Arimitsu2002	publication			Nami Arimitsu 2002 Hiteiteki bunmyaku-to hitei kyokusei koomoku-nikansuru ichi koosatsu: ‘not at all’ vs. ‘zenzen’-o chuushin-ni [Notes on the negative context and negative polarity items: not at all vs. zenzen
Bellert1977	publication			Irena Bellert 1977 On semantic and distributional properties of sentential adverbs
KuthyMeurersKuthyMeurers2001	publication			Kordula Kuthy and Walt Detmar Meurers and Varaschin  and Culicoverde Kuthy and Kordula  and Walt Detmar Meurers 2001 On partial constituent fronting in German
Stojanovic2017	publication			Isidora Stojanovic 2017 Context and Disagreement
	publication			M. Moens & Mark Steedman 1988 Temporal Ontology and Temporal Reference
	publication			Gary Thoms 2016 Short answers in Scottish Gaelic and their theoretical implications
	publication			J. Bobaljik & S. Brown 1997 Interarboreal operations : Head movement and the extension requirement
	publication			A. Kratzer 1981 Partition and revision: The semantics of counterfactuals
	publication			T. Givón & John V. Hinds & M. Gasser & A. Fox & P. Bentivoglio & C. Brown & P. Jaggar & A. Cooreman 1983 Topic continuity in discourse : a quantitative cross-language study
	publication			Christopher Potts 2002 The Lexical Semantics of Parenthical-as and Appositive-which
	publication			J. Merchant 2018 Ellipsis
	publication			C. J. Huang & C. L. Liu 2000 Logophoricity, attitudes, and Ziji at the interface
	publication			J. Rett 2008 A Degree Account of Exclamatives
	publication			S. K. Andersen 1991 Probabilistic reasoning in intelligent systems: Networks of plausible inference
	publication			Raj Singh 2011 Maximize Presupposition! and local contexts
	publication			Robert Stalnaker 2008 A response to Abbott on presupposition and common ground
	publication			Woojin Chung 2020 Intervention in deontic reasoning
	publication			P. Santorio 2014 Filtering Semantics for Counterfactuals: Bridging Causal Models and Premise Semantics
	publication			P. Resnik 1992 Left-Corner Parsing and Psychological Plausibility
	publication			Thomas J. H. Morgan & Natali Uomini & Luke Rendell & Laura Chouinard-Thuly & Sally E. Street & Hannah M. Lewis & Catharine P Cross & Cara L. Evans & R. Kearney & I. D. L. Torre & A. Whiten & K. Laland 2014 Experimental Evidence for the Co-Evolution of Hominin Tool-Making Teaching and Language
	publication			C. Jan-Wouter Zwart 2001 Syntactic and phonological verb movement
	publication			Claudia Pañeda & Dave Kush 2021 Spanish embedded question island effects revisited: an experimental study
	publication			Kenichi Namai 2000 Subject Honorification in Japanese
	publication			Luis Vicente 2016 Definedness conditions on admission-of-ignorance moves
	publication			Benjamin Bruening 2019 Passive do so
	publication			M. Baltin & G. Müller 1995 A-bar syntax : a study in movement types
	publication			M. Toosarvandani 2023 The interpretation and grammatical representation of animacy
	publication			Stephani Foraker & T. Regier & Naveen Khetarpal & A. Perfors & J. Tenenbaum 2009 Indirect Evidence and the Poverty of the Stimulus: The Case of Anaphoric One
	publication			Simon Charlow 2008 Can DP Be a Scope Island?
	publication			Valentine Hacquard 2009 On the interaction of aspect and modal auxiliaries
	publication			Robert Daland & J. Pierrehumbert 2011 Learning Diphone-Based Segmentation
	publication			M. E. Rasia 2019 Stativity in the Causative Alternation? New Questions and a New Variant
	publication			Joāo Costa 2008 ADVERB POSITIONING AND V‐MOVEMENT IN ENGLISH: SOME MORE EVIDENCE
	publication			Howard Lasnik 2001 A Note on the EPP
	publication			N. Richards 2003 Why there is an EPP
	publication			Jeong-Seok Kim 2014 On the Understood Object in English
	publication			E. Castroviejo & Isabel Oltra-Massuet 2018 Generic and action-dependent abilities in Spanish ‘Be capable’
	publication			Hans-Martin Gärtner & Beáta Gyuris 2012 Pragmatic markers in Hungarian: Some introductory remarks
	publication			Tim Hunter 2019 What sort of cognitive hypothesis is a derivational theory of grammar
	publication			R. Kelly 1967 On the stability of an inviscid shear layer which is periodic in space and time
	publication			R. Jakobson 1942 Kindersprache, Aphasie und allgemeine Lautgesetze
	publication			R. R. Shrock 1956 1. Introductory Remarks
	publication			M. Brosch & Elena Selezneva & C. Bucks & H. Scheich 2004 Macaque monkeys discriminate pitch relationships
	publication			Marcin Fortuna 2016 Icelandic post-lexical syllabification and vowel length in CVCV phonology
	publication			Nurhayati Sitorus & .. Mulyadi 2022 Word Order in Turiturian of Batak Toba Language
	publication			Fabian Schlotterbeck & Oliver Bott 2013 Easy Solutions for a Hard Problem? The Computational Complexity of Reciprocals with Quantificational Antecedents
	publication			Pauline Jacobson & G. Pullum 1982 The nature of syntactic representation
	publication			C. Eschenbach 1993 Semantics of Number
	publication			P. Dybjer & Erik Palmgren 2016 Intuitionistic Type Theory
	publication			W. Frederick 1995 A Combinatory Logic
	publication			C. Petten & M. Kutas 1990 Interactions between sentence context and word frequencyinevent-related brainpotentials
	publication			Ellen M. Kaisse & Patricia A. Shaw 1985 On the theory of Lexical Phonology
	publication			B. Gillon 1987 The readings of plural noun phrases in English
	publication			Jeong-Seok Kim & Yoo-Jeong Kim & J. Lee 2024 Case-mismatching versus D-linking of ATB wh-questions in Korean
	publication			Eric Potsdam 2009 Malagasy backward object control
	publication			L. Polanyi & R. Scha 1984 A Syntactic Approach to Discourse Semantics
	publication			 2020 Some Residual Questions
	publication			P. Postal 1964 Underlying and Superficial Linguistic Structure
	publication			G. Carlson & F. J. Pelletier 2002 The Average American has 2.3 Children
	publication			Per-Kristian Halvorsen & R. Kaplan 1988 Projections and Semantic Description in Lexical-Functional Grammar
	publication			O. Kiselyov 2014 Canonical Constituents and Non-canonical Coordination - Simple Categorial Grammar Account
	publication			Caimei Yang & Tiaoyuan Mao & Bing Bai 2020 A reconsideration of the syntax of Chinese relative structures
	publication			I. Landau 2001 Control And Extraposition: The Case Of Super-Equi
	publication			Priyanka Biswas 2014 The role of tense and agreement in the licensing of subjects: evidence from participial clauses in Bangla
	publication			Mingming Liu 2020 Universal Quantification in Mandarin
	publication			Elizabeth Gilboy & J. Sopena & Charles Cliftrn & L. Frazier 1995 Argument structure and association preferences in Spanish and English complex NPs
	publication			T. Stroik 1990 Adverbs as V-Sisters
	publication			A. McCray 1998 The Nature of Lexical Knowledge
	publication			Arnim von Stechow 1999 Eine erweiterte Extended Now-Theorie für Perfekt und Futur
